id,name,city,state,description,latitude,longitude,image_path,rating
761,Chattar Manzil,Lucknow,Uttar Pradesh,Former palace on Lucknow’s riverfront,26.8462,80.945,place_images/Chattar_Manzil.jpg,4.1
762,Dudhwa National Park,Lakhimpur Kheri,Uttar Pradesh,Tiger reserve and biodiversity habitat,28.5349,80.8757,place_images/Dudhwa_National_Park.jpg,4.3
763,Buddha Park,Sarnath,Uttar Pradesh,Public park with Buddha statue and stupas,25.3968,83.0155,place_images/Buddha_Park.jpg,4.3
764,Allahabad Museum,Prayagraj,Uttar Pradesh,Museum showcasing regional history and art,25.435,81.8468,place_images/Allahabad_Museum.jpg,4.4
765,Kasmanda Palace,Kannauj,Uttar Pradesh,Ruined palace built by King Jai Chandra,27.06,79.9178,place_images/Kasmanda_Palace.jpg,4.5
766,Mehtab Bagh,Agra,Uttar Pradesh,Gardens opposite Taj Mahal across Yamuna,27.1767,78.0425,place_images/Mehtab_Bagh.jpg,4.2
767,Gomti Riverfront,Lucknow,Uttar Pradesh,Scenic riverside promenade,26.8467,80.946,place_images/Gomti_Riverfront.jpg,4.3
768,Naimisharanya,Sitapur,Uttar Pradesh,Sacred forest mentioned in Mahabharata,29.224,79.6196,place_images/Naimisharanya.jpg,4.5
769,Chandrika Devi Temple,Sitapur,Uttar Pradesh,Ancient hill shrine dedicated to Devi,27.49,80.687,place_images/Chandrika_Devi_Temple.jpg,4.7
770,Pilibhit Tiger Reserve,Pilibhit,Uttar Pradesh,Forested national park habitat for tigers,28.6324,79.8007,place_images/Pilibhit_Tiger_Reserve.jpg,4.3
771,Chandramauxi Devi Temple,Banda,Uttar Pradesh,Local pilgrimage temple on hills,25.485,80.297,place_images/Chandramauxi_Devi_Temple.jpg,5.0
772,Lucknow Zoo,Lucknow,Uttar Pradesh,Public zoo with varied wildlife,26.8531,80.9489,place_images/Lucknow_Zoo.jpg,4.3
773,Kushinagar,Kushinagar,Uttar Pradesh,Site of Buddha’s Mahaparinirvana,26.7497,83.8891,place_images/Kushinagar.jpg,4.3
774,Unnao Lake,Unnao,Uttar Pradesh,Seasonal wetland near Kanpur-Lucknow highway,26.492,80.397,place_images/Unnao_Lake.jpg,3.1
775,Haridwar,Haridwar,Uttarakhand,Holy city on Ganges famous for Ganga aarti,29.9457,78.1642,place_images/Haridwar.jpg,3.4
776,Rishikesh,Rishikesh,Uttarakhand,Yoga capital & adventure hub on Ganges,30.0869,78.2676,place_images/Rishikesh.jpg,4.2
777,Badrinath Temple,Badrinath,Uttarakhand,One of the Char Dham pilgrimage shrines,30.7433,79.493,place_images/Badrinath_Temple.jpg,4.8
778,Kedarnath Temple,Kedarnath,Uttarakhand,Mountain temple dedicated to Lord Shiva,30.7346,79.0661,place_images/Kedarnath_Temple.jpg,4.7
779,Yamunotri Temple,Uttarkashi,Uttarakhand,Source of Yamuna River and pilgrimage site,30.7296,78.4645,place_images/Yamunotri_Temple.jpg,4.8
780,Gangotri Temple,Uttarkashi,Uttarakhand,Temple near source of Ganges river,30.9941,78.9425,place_images/Gangotri_Temple.jpg,4.8
781,Valley of Flowers,Chamoli,Uttarakhand,UNESCO alpine valley full of flowers in summer,30.7298,79.6052,place_images/Valley_of_Flowers.jpg,4.7
782,Auli,Chamoli,Uttarakhand,Ski-resort with panoramic Himalayan views,30.674,79.644,place_images/Auli.jpg,3.7
783,Nainital,Nainital,Uttarakhand,Popular hill station around a lake,29.3919,79.4542,place_images/Nainital.jpg,4.0
784,Jim Corbett NP,Nainital,Uttarakhand,"First national park of India, tiger reserve",29.53,78.774,place_images/Jim_Corbett_NP.jpg,4.4
785,Munsiyari,Pithoragarh,Uttarakhand,Base for Panchachuli Trek,29.928,80.103,place_images/Munsiyari.jpg,4.2
786,Mussoorie,Dehradun,Uttarakhand,“Queen of Hills” scenic mountainous town,30.4595,78.0642,place_images/Mussoorie.jpg,4.5
787,Dharasu Dam,Tehri,Uttarakhand,Reservoir near Tehri Dam,30.404,78.611,place_images/Dharasu_Dam.jpg,4.3
788,Dehradun,Dehradun,Uttarakhand,City nestled in Shivalik foothills,30.3165,78.0322,place_images/Dehradun.jpg,4.6
789,Kempty Falls,Mussoorie,Uttarakhand,Popular waterfall picnic spot,30.39,78.062,place_images/Kempty_Falls.jpg,4.2
790,Ranikhet,Almora,Uttarakhand,Hill station with forest and temples,29.638,79.418,place_images/Ranikhet.jpg,4.6
791,Mukteshwar,Nainital,Uttarakhand,Clifftop temple with Himalayan views,29.4682,79.621,place_images/Mukteshwar.jpg,3.9
792,Bhadrakali Temple,Haldwani,Uttarakhand,Hilltop temple overlooking city,29.2167,79.5125,place_images/Bhadrakali_Temple.jpg,4.8
793,Binsar Wildlife Sanctuary,Chamoli,Uttarakhand,Oak forest sanctuary with Himalayan vistas,29.79,79.487,place_images/Binsar_Wildlife_Sanctuary.jpg,4.4
794,Roopkund Trek,Chamoli,Uttarakhand,Glacial lake with ancient skeletal remains,30.314,79.529,place_images/Roopkund_Trek.jpg,4.6
795,Hemkund Sahib,Chamoli,Uttarakhand,Sikh pilgrimage lake shrine at high altitude,30.946,79.629,place_images/Hemkund_Sahib.jpg,4.8
796,Naukuchiatal,Nainital,Uttarakhand,Lake shaped like nine corners,29.4266,79.5256,place_images/Naukuchiatal.jpg,4.5
797,Mukteshwar Dham,Nainital,Uttarakhand,Hill shrine and heritage college,29.488,79.619,place_images/Mukteshwar_Dham.jpg,4.7
798,Kasardevi Temple,Almora,Uttarakhand,Ancient Shiva temple with valley views,29.6428,79.4522,place_images/Kasardevi_Temple.jpg,4.8
799,Binsar Eco Park,Almora,Uttarakhand,Garden with Himalayan panoramas,29.638,79.418,place_images/Binsar_Eco_Park.jpg,4.6
800,Victoria Memorial,Kolkata,West Bengal,Iconic marble memorial museum,22.5448,88.3426,place_images/Victoria_Memorial.jpg,4.6
801,Howrah Bridge,Kolkata,West Bengal,Cantilever bridge over the Hooghly river,22.5768,88.3433,place_images/Howrah_Bridge.jpg,4.6
802,Dakshineswar Kali Temple,Kolkata,West Bengal,Famous riverside temple of Kali,22.6222,88.3663,place_images/Dakshineswar_Kali_Temple.jpg,4.7
803,Belur Math,Howrah,West Bengal,Headquarters of Ramakrishna Mission,22.6358,88.3495,place_images/Belur_Math.jpg,4.7
804,Sundarbans National Park,Sundarbans,West Bengal,Largest mangrove forest & tiger reserve,21.9498,88.878,place_images/Sundarbans_National_Park.jpg,4.4
805,Darjeeling Himalayan Railway,Darjeeling,West Bengal,UNESCO “Toy Train” mountain railway,27.041,88.2665,place_images/Darjeeling_Himalayan_Railway.jpg,
806,Tiger Hill,Mirik,West Bengal,Sunrise view over Kanchenjunga,27.3644,88.255,place_images/Tiger_Hill.jpg,4.5
807,Darjeeling Tea Gardens,Darjeeling,West Bengal,Famed tea estates in Himalayas,27.041,88.2665,place_images/Darjeeling_Tea_Gardens.jpg,4.3
808,Bishnupur Temples,Bishnupur,West Bengal,Terracotta temples of Malla era,23.2388,87.3226,place_images/Bishnupur_Temples.jpg,4.6
809,Murshidabad,Murshidabad,West Bengal,Historic city on the banks of Ganges,24.187,88.265,place_images/Murshidabad.jpg,3.4
810,Kalimpong,Kalimpong,West Bengal,Hill station with monasteries & views,27.0662,88.4727,place_images/Kalimpong.jpg,4.3
811,Silk Villages ,Bolpur,West Bengal,Tagore’s university town and craft hub,23.684,87.684,place_images/Silk_Villages_.jpg,4.4
812,Belur Math Ferry Ghat,Howrah,West Bengal,Riverside departure to Belur Math,22.6379,88.3517,place_images/Belur_Math_Ferry_Ghat.jpg,4.5
813,Buxa Tiger Reserve,Alipurduar,West Bengal,Protected forest & wildlife sanctuary,26.6967,89.6078,place_images/Buxa_Tiger_Reserve.jpg,4.4
814,Mirik Lake,Mirik,West Bengal,Scenic lakeside hill town,26.8883,88.149,place_images/Mirik_Lake.jpg,4.4
815,Jalpaiguri Forest,Jalpaiguri,West Bengal,Forest ecosystem & wildlife habitat,26.518,88.722,place_images/Jalpaiguri_Forest.jpg,5.0
816,Siliguri Corridor Viewpoint,Siliguri,West Bengal,Lookout over India‑Bangladesh border area,26.7086,88.428,place_images/Siliguri_Corridor_Viewpoint.jpg,5.0
817,Time Museum,Kolkata,West Bengal,Unique museum of clocks and timepieces,22.569,88.363,place_images/Time_Museum.jpg,4.2
818,Fractional Art Village,Santiniketan,West Bengal,Local artisans and crafts hub,23.68,87.685,place_images/Fractional_Art_Village.jpg,4.4
819,ISKCON Temple,Kolkata,West Bengal,Large temple dedicated to Lord Krishna,22.5434,88.358,place_images/ISKCON_Temple.jpg,4.7
820,Marble Palace,Kolkata,West Bengal,19th-century mansion with art collection,22.585,88.33,place_images/Marble_Palace.jpg,
821,Eco Park,Kolkata,West Bengal,Large urban park in New Town,22.5599,88.4806,place_images/Eco_Park.jpg,4.5
822,Nicco Park,Kolkata,West Bengal,Amusement park with rides and lake,22.598,88.423,place_images/Nicco_Park.jpg,4.4
823,Science City,Kolkata,West Bengal,Science museum with space exhibits,22.568,88.448,place_images/Science_City.jpg,4.0
824,Alipore Zoo,Kolkata,West Bengal,One of India’s oldest zoological parks,22.53,88.346,place_images/Alipore_Zoo.jpg,4.3
825,Princep Ghat,Kolkata,West Bengal,Riverside promenade & sunset spot,22.5387,88.3345,place_images/Princep_Ghat.jpg,4.5
826,St. Paul’s Cathedral,Kolkata,West Bengal,Gothic cathedral by Cathedral Road,22.5445,88.348,place_images/St._Paul’s_Cathedral.jpg,4.6
827,Belur Math Gardens,Howrah,West Bengal,Gardens surrounding Belur Math,22.635,88.347,place_images/Belur_Math_Gardens.jpg,
828,Malda Historic Town,Malda,West Bengal,Ancient ruins & riverside history,25.001,88.14,place_images/Malda_Historic_Town.jpg,3.9
829,Pangong Tso,        Leh,Jammu and Kashmir,Stunning high-altitude lake that extends into China,33.749,77.54,place_images/Pangong_Tso.jpg,4.8
830,Nubra Valley,        Diskit,Jammu and Kashmir,Cold desert valley with sand dunes and double-humped Bactrian camels,34.524,77.5521,place_images/Nubra_Valley.jpg,4.8
831,Khardung La,        Leh,Jammu and Kashmir,"One of the highest motorable roads in the world at 5,359 meters",34.2783,77.6067,place_images/Khardung_La.jpg,4.8
832,Leh Palace,            Leh,Jammu and Kashmir,17th-century nine-storey royal palace overlooking Leh town,34.1667,77.5848,place_images/leh_pages.jpeg,4.4
833,Shanti Stupa,        Leh,Jammu and Kashmir,White-domed Buddhist stupa with panoramic views of Leh,34.1645,77.5848,place_images/Shanti_Stupa.jpg,4.7
834,Hemis Monastery,    Hemis,Jammu and Kashmir,Largest and richest monastery in Ladakh,33.8818,77.5832,place_images/Hemis_Monastery.jpg,4.6
835,Tso Moriri Lake,    Korzok,Jammu and Kashmir,Remote alpine lake in Changthang region,32.9956,78.3276,place_images/Tso_Moriri_Lake.jpg,4.7
836,Magnetic Hill,        Leh,Jammu and Kashmir,Gravity-defying hill where vehicles appear to roll uphill,34.1716,77.5474,place_images/Magnetic_Hill.jpg,4.4
837,Zanskar Valley,        Padum,Jammu and Kashmir,"Scenic remote valley known for trekking, rafting, and frozen Chadar Trek",33.4648,76.8821,place_images/Zanskar_Valley.jpg,4.5
838,Lamayuru Monastery,Lamayuru,Jammu and Kashmir,Oldest monastery in Ladakh amidst lunar-like landscape,34.2833,76.7689,place_images/Lamayuru_Monastery.jpg,4.6
839,Alchi Monastery,    Alchi,Jammu and Kashmir,Ancient monastery with Indo-Tibetan wall paintings,34.2258,76.8445,place_images/Alchi_Monastery.jpg,4.6
840,Thiksey Monastery,Thiksey,Jammu and Kashmir,12-story monastery resembling Potala Palace with giant Maitreya statue,34.0594,77.6355,place_images/Thiksey_Monastery.jpg,4.7
841,Spituk Monastery,    Spituk,Jammu and Kashmir,Hilltop Buddhist monastery near Leh Airport,34.1233,77.5361,place_images/Spituk_Monastery.jpg,4.7
842,Shey Palace,        Shey,Jammu and Kashmir,Former royal palace with large gold-plated Buddha statue,34.0522,77.648,place_images/Shey_Palace.jpg,4.4
843,Stok Palace,        Stok,Jammu and Kashmir,Current royal residence of the Namgyal dynasty,34.0161,77.6012,place_images/Stok_Palace.jpg,4.5
844,Turtuk Village,        Turtuk,Jammu and Kashmir,Last Indian village near the Pakistan border,34.8542,76.8276,place_images/Turtuk_Village.jpg,4.9
845,Basgo Monastery,    Basgo,Jammu and Kashmir,Historic fortress and monastery with ancient murals,34.1811,77.3969,place_images/Basgo_Monastery.jpg,4.6
846,Phugtal Monastery,Lingshed,Jammu and Kashmir,"Cliffside monastery built into a cave, reachable by trek",33.2903,77.2828,place_images/Phugtal_Monastery.jpg,4.8
847,Chadar Trek Route,Zanskar River,Jammu and Kashmir,Frozen river trek done in winter over Zanskar River,33.5333,77.2167,place_images/Chadar_Trek_Route.jpg,5.0
848,Hanle Observatory,    Hanle,Jammu and Kashmir,One of the world’s highest astronomical observatories,32.7773,78.9603,place_images/Hanle_Observatory.jpg,4.6
